KeyRelease event, serial 18, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36801639, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36847011, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36847038, (1314,474), root:(1322,554), state 0x0, keycode 31 (keysym 0x63), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36847050, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36847065, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36847083, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849641, (1314,474), root:(1322,554), state 0x0, keycode 53 (keysym 0x71), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849641, (1314,474), root:(1322,554), state 0x0, keycode 53 (keysym 0x71), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849656, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849656, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849761, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849761, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849801, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849801, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849849, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849864, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849877, (1314,474), root:(1322,554), state 0x0, keycode 31 (keysym 0x63), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849877, (1314,474), root:(1322,554), state 0x0, keycode 31 (keysym 0x63), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849889, (1314,474), root:(1322,554), state 0x0, keycode 53 (keysym 0x71), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849937, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849937, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36849976, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36850025, (1314,474), root:(1322,554), state 0x0, keycode 31 (keysym 0x63), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36850091, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851104, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851104, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851182, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851182, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851268, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851286, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851286, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851303, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851342, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851342, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851397, (1314,474), root:(1322,554), state 0x0, keycode 31 (keysym 0x63), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851397, (1314,474), root:(1322,554), state 0x0, keycode 31 (keysym 0x63), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851419, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851463, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851463, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851491, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851551, (1314,474), root:(1322,554), state 0x0, keycode 31 (keysym 0x63), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851559, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851559, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851591, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36851642, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36852967, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36852967, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36852982, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36852982, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853038, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853038, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853050, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853058, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853058, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853149, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853149, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853176, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853186, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853232, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853260, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853260, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853270, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853270, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853322, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853333, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853343, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853417, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853417, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36853515, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854051, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854051, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854172, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854172, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854182, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854182, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854204, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854204, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854235, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854280, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854288, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854288, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854290, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854290, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854330, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854408, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854419, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854421, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854421, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854429, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854429, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854454, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854454, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854477, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854487, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854510, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854510, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854522, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854568, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854603, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854721, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854721, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854837, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854837, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854878, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854878, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854903, (1314,474), root:(1322,554), state 0x0, keycode 57 (keysym 0x62), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854903, (1314,474), root:(1322,554), state 0x0, keycode 57 (keysym 0x62), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854923, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854923, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854955, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36854996, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855011, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855021, (1314,474), root:(1322,554), state 0x0, keycode 57 (keysym 0x62), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855029, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855029, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855075, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855075, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855086, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855122, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855154, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855487, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855487, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855580, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855613, (1314,474), root:(1322,554), state 0x0, keycode 55 (keysym 0x6b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855613, (1314,474), root:(1322,554), state 0x0, keycode 55 (keysym 0x6b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855623, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855623, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855650, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855701, (1314,474), root:(1322,554), state 0x0, keycode 55 (keysym 0x6b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855906, (1314,474), root:(1322,554), state 0x0, keycode 53 (keysym 0x71), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36855906, (1314,474), root:(1322,554), state 0x0, keycode 53 (keysym 0x71), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36856042, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36856042, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36856054, (1314,474), root:(1322,554), state 0x0, keycode 53 (keysym 0x71), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36856165, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36857491, (1314,474), root:(1322,554), state 0x0, keycode 52 (keysym 0x3b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36857491, (1314,474), root:(1322,554), state 0x0, keycode 52 (keysym 0x3b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36857627, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36857627, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36857664, (1314,474), root:(1322,554), state 0x0, keycode 52 (keysym 0x3b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36857815, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36857815, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36857832, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36857852, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858073, (1314,474), root:(1322,554), state 0x0, keycode 54 (keysym 0x6a), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858073, (1314,474), root:(1322,554), state 0x0, keycode 54 (keysym 0x6a), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858147, (1314,474), root:(1322,554), state 0x0, keycode 54 (keysym 0x6a), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858442, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858442, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858521, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858521, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858564, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858639, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858764, (1314,474), root:(1322,554), state 0x0, keycode 57 (keysym 0x62), same_screen YES
